iter	MultiClass
422	0.1210334691
423	0.1205725434
424	0.1202570307
425	0.1197629283
426	0.1192784376
427	0.118998229
428	0.1186187899
429	0.1182381614
430	0.1179253176
431	0.1176046509
432	0.1172040352
433	0.116979263
434	0.1165761331
435	0.1160504978
436	0.1157606292
437	0.1153660763
438	0.1149864825
439	0.1146614452
440	0.1143419389
441	0.1139993994
442	0.1137822953
443	0.1133797939
444	0.113070905
445	0.1128028899
446	0.1125198287
447	0.1121783335
448	0.1117525765
449	0.111522602
450	0.1110616474
451	0.1107579414
452	0.1103465246
453	0.1099943927
454	0.1096357725
455	0.1093692852
456	0.1089462551
457	0.1086169534
458	0.1084511374
459	0.1081922795
460	0.107947462
461	0.1075669205
462	0.1071718068
463	0.1067873298
464	0.1064921235
465	0.1062636768
466	0.1060634753
467	0.1057934006
468	0.1055580207
469	0.1053158333
470	0.105031283
471	0.1048615314
472	0.1044005284
473	0.1040745531
474	0.1038420451
475	0.1035765054
476	0.1033385534
477	0.1030163976
478	0.1026991541
479	0.1023974401
480	0.1021545081
481	0.1018893939
482	0.1016350518
483	0.1012864784
484	0.100935855
485	0.1007443852
486	0.1004729374
487	0.1001735634
488	0.09995850924
489	0.09978350699
490	0.09950260216
491	0.09924043721
492	0.09898416111
493	0.09863138138
494	0.09831632317
495	0.09805311389
496	0.09778398676
497	0.09754788165
498	0.09732074036
499	0.09703854946
500	0.09683860905
501	0.0965516123
502	0.09631463693
503	0.0960926786
504	0.09585581926
505	0.09553047248
506	0.09529228839
507	0.09511439489
508	0.09489769688
509	0.09450522303
510	0.09431943906
511	0.09410567096
512	0.09391000455
513	0.09369851851
514	0.09348340633
515	0.09329523394
516	0.09290820413
517	0.09271118396
518	0.09253494398
519	0.09229829737
520	0.09208940281
521	0.0919177366
522	0.09171558182
523	0.09153621852
524	0.09138776927
525	0.09123413705
526	0.09104865283
527	0.09086140873
528	0.09073526747
529	0.09047357634
530	0.09018894868
531	0.09003822704
532	0.08988273824
533	0.0895883345
534	0.08934499646
535	0.08914062732
536	0.08886410287
537	0.08855533962
538	0.08824345307
539	0.08807229935
540	0.08780506748
541	0.0876287308
542	0.08750429141
543	0.08734396776
544	0.08703267106
545	0.08684074682
546	0.08664271133
547	0.08643922214
548	0.08619788572
549	0.08590386878
550	0.08568639719
551	0.08544292377
552	0.08528192324
553	0.08518662833
554	0.08504776175
555	0.08481435449
556	0.08453426192
557	0.08431738985
558	0.08406400499
559	0.08388129598
560	0.08372358315
561	0.08346592428
562	0.08332556856
563	0.08312713662
564	0.08289417417
565	0.08266155983
566	0.08246717949
567	0.08232338135
568	0.0821454105
569	0.08196534131
570	0.08183694702
571	0.081565006
572	0.08138381513
573	0.08117189395
574	0.08085870199
575	0.080664897
576	0.08050037186
577	0.08034762925
578	0.0801971687
579	0.08001973934
580	0.07989283418
581	0.07969217337
582	0.07952398341
583	0.07931375443
584	0.07910405245
585	0.07897810942
586	0.07884224044
587	0.07866853392
588	0.07852764637
589	0.07826968774
590	0.07796414451
591	0.07787585047
592	0.07774432319
593	0.07751170885
594	0.07732455661
595	0.07710659187
596	0.07694429076
597	0.0766982452
598	0.07654730116
599	0.07640638944
600	0.07619700655
601	0.07604636711
602	0.07585082157
603	0.07569491697
604	0.07554549107
605	0.07533533461
606	0.07521674539
607	0.07505629604
608	0.07482857456
609	0.07468349036
610	0.07458365069
611	0.07438430496
612	0.07424812655
613	0.07416100254
614	0.07401329302
615	0.07380477557
616	0.0736936562
617	0.07354080722
618	0.07335924891
619	0.07315730202
620	0.07302237584
621	0.07289258911
622	0.07277842378
623	0.07259055598
624	0.072470057
625	0.07226779585
626	0.07216209634
627	0.07205751368
628	0.07188536399
629	0.07177729057
630	0.07164983907
631	0.07154649896
632	0.07138157737
633	0.07127342659
634	0.0711648987
635	0.07103634485
636	0.07085856255
637	0.07060059425
638	0.07042647677
639	0.07024156307
640	0.07011707533
641	0.06996715144
642	0.06979065522
643	0.0696060316
644	0.06948677034
645	0.06928057362
646	0.06911632891
647	0.06898947209
648	0.0688461091
649	0.06868259928
650	0.0685637248
651	0.06843731763
652	0.06822322077
653	0.06807922441
654	0.0679167154
655	0.06777553776
656	0.06766243126
657	0.06752413035
658	0.06738743945
659	0.06729209136
660	0.06714447853
661	0.06705244231
662	0.06689058118
663	0.06680897373
664	0.06668563669
665	0.06659939262
666	0.0664826213
667	0.0663862724
668	0.06631777707
669	0.0661809943
670	0.06607850514
671	0.0659370229
672	0.06578490399
673	0.06567497398
674	0.06553858768
675	0.06542857548
676	0.0653056349
677	0.06520899107
678	0.0650546868
679	0.06496998989
680	0.06476140476
681	0.06464199361
682	0.0645342538
683	0.06441162748
684	0.06428195678
685	0.06417288254
686	0.06408664331
687	0.06394941091
688	0.06383096673
689	0.06373302716
690	0.06362682966
691	0.06348557466
692	0.06336812647
693	0.06329595665
694	0.06316344789
695	0.06301572386
696	0.06292464978
697	0.06284239446
698	0.06269352941
699	0.06261978826
700	0.06250864471
701	0.06234379081
702	0.06224074563
703	0.06212285263
704	0.06201331909
705	0.06187380463
706	0.06175190354
707	0.06162888076
708	0.06152491213
709	0.06141123995
710	0.06121448087
711	0.06107993664
712	0.06098140238
713	0.06084035044
714	0.06073789995
715	0.06063490313
716	0.060564938
717	0.06042867257
718	0.06027861814
719	0.06020673358
720	0.06011619616
721	0.06002269982
722	0.05982245964
723	0.05974100691
724	0.05960719758
725	0.05949432315
726	0.0594036697
727	0.059233628
728	0.05913808651
729	0.05901329901
730	0.05894626864
731	0.05884547651
732	0.05874549663
733	0.05865797616
734	0.05855932586
735	0.05845834033
736	0.0583028612
737	0.05820584025
738	0.0580693089
739	0.05796143371
740	0.05784753913
741	0.05775216203
742	0.05761386112
743	0.05751706741
744	0.05739712927
745	0.05729386169
746	0.05717077122
747	0.05706037224
748	0.05694847445
749	0.05684738256
750	0.05673034533
751	0.05664118584
752	0.05649948604
753	0.05642263125
754	0.05634078689
755	0.05622587216
756	0.05614854356
757	0.05605621241
758	0.05596734302
759	0.05581120635
760	0.05571492997
761	0.05563977221
762	0.0555357649
763	0.05544659575
764	0.05536055958
765	0.05526949033
766	0.05513993083
767	0.05504052146
768	0.0549696764
769	0.05490521333
770	0.05481415375
771	0.05466320487
772	0.05449934211
773	0.05445313061
774	0.05430237513
775	0.05419032746
776	0.05410691178
777	0.0540433625
778	0.0539760372
779	0.05383890633
780	0.05375147772
781	0.05369325645
782	0.05357535861
783	0.05349081641
784	0.05339133936
785	0.05325492888
786	0.05314692798
787	0.05309007497
788	0.0530408852
789	0.05296492486
790	0.05287134149
791	0.05277370168
792	0.05268241486
793	0.05255285053
794	0.0524490076
795	0.05236218819
796	0.05226057413
797	0.05216678286
798	0.05207620676
799	0.05201474614
800	0.05193613147
801	0.05185211143
802	0.05172904514
803	0.05159183207
804	0.05148940092
805	0.05141436887
806	0.05135860854
807	0.05124832559
808	0.05114267444
809	0.05107528629
810	0.05099102934
811	0.05089512524
812	0.05079842339
813	0.05070792949
814	0.05058942246
815	0.05048201625
816	0.050362813
817	0.05026444797
818	0.05017418614
819	0.05006758735
820	0.0500017947
821	0.0499286144
822	0.04985522136
823	0.04978943355
824	0.04970513792
825	0.0496400705
826	0.04959197824
827	0.04951168587
828	0.04942856512
829	0.04931951506
830	0.04921534336
831	0.04916957667
832	0.04910346008
833	0.04901978815
834	0.04896221475
835	0.0488767781
836	0.04874535235
837	0.04865696161
838	0.04859772986
839	0.04848086184
840	0.04839052749
841	0.04829217696
842	0.0482263553
843	0.04817722354
844	0.04810882491
845	0.04804701134
846	0.04797312999
847	0.04786128055
848	0.04777957641
849	0.04770769668
850	0.04764627957
851	0.04757092359
852	0.04749182059
853	0.04742819396
854	0.04739785043
855	0.0473100302
856	0.04721979738
857	0.04713149367
858	0.04702411647
859	0.04697411928
860	0.04689866176
861	0.04686222632
862	0.04680911549
863	0.04674835592
864	0.04667611841
865	0.04662655636
866	0.0465579885
867	0.04648814425
868	0.04644310278
869	0.04638015302
870	0.04626063551
871	0.04616913113
872	0.04609984771
873	0.04600579053
874	0.04592209442
875	0.04586846143
876	0.04580793876
877	0.0457485813
878	0.04567754284
879	0.04562776805
880	0.04558626569
881	0.04550223115
882	0.04542417732
883	0.04536759989
884	0.04530886613
885	0.04521043823
886	0.04515239102
887	0.04507115585
888	0.04500181926
889	0.04494853437
890	0.04489942679
891	0.04484628694
892	0.04477896648
893	0.04471718676
894	0.04460244608
895	0.04453062437
896	0.04442871539
897	0.04436555289
898	0.04430556207
899	0.04422908923
900	0.04413384267
901	0.04409461269
902	0.04404744872
903	0.04396107411
904	0.04387807907
905	0.04381651691
906	0.04376286457
907	0.04371197777
908	0.04361751929
909	0.04353863386
910	0.04345756792
911	0.04337795243
912	0.04330300257
913	0.04322932912
914	0.04313301406
915	0.04303341129
916	0.0429391317
917	0.04286837366
918	0.04278292735
919	0.0427344628
920	0.04263531452
921	0.04261301618
922	0.04252168585
923	0.04247585147
924	0.04242446667
925	0.04237009878
926	0.04230541814
927	0.04226929214
928	0.04219499982
929	0.0420853164
930	0.04202556731
931	0.04194571008
932	0.0418787619
933	0.04183221196
934	0.04174950217
935	0.0416835693
936	0.04163466962
937	0.04154147304
938	0.04148320342
939	0.0414177347
940	0.0413692895
941	0.0413319161
942	0.04125703393
943	0.04118498015
944	0.04112520689
945	0.04105871803
946	0.0410000181
947	0.04094183067
948	0.04091208184
949	0.04087582045
950	0.04081312211
951	0.04075692664
952	0.04067870842
953	0.04062229055
954	0.04055546566
955	0.0405155999
956	0.04046198865
957	0.0403942113
958	0.04032710357
959	0.04025545108
960	0.04018387595
961	0.04012256521
962	0.04004050329
963	0.03995474754
964	0.0398835737
965	0.03984594889
966	0.03978896534
967	0.03972215012
968	0.03967096597
969	0.03959892669
970	0.03955029776
971	0.03948255667
972	0.03944138792
973	0.03938749383
974	0.03935166276
975	0.03928106185
976	0.03923275927
977	0.0391841666
978	0.03911972771
979	0.03906561606
980	0.03901161803
981	0.03896288515
982	0.03891757051
983	0.03886509304
984	0.03877788926
985	0.03873616691
986	0.03867618092
987	0.03860085878
988	0.0385435803
989	0.03848118172
990	0.03843531349
991	0.03838221716
992	0.03832919818
993	0.03827109295
994	0.03822318683
995	0.03818072717
996	0.03812968323
997	0.03809084971
998	0.03802984356
999	0.0379853581
